subid,xd,xv,choice,cond,choice_category,trial
1512116,6,6,0,2,1,2
1512116,7,5,0,2,1,3
1512116,11,1,2,1,2,4
1512116,6,6,0,2,1,5
1512116,7,5,0,1,1,6
1512116,12,0,6,2,4,7
1512116,6,6,0,1,1,8
1512116,10,2,2,2,2,9
1512116,11,1,4,2,3,10
1512116,12,0,4,2,3,11
1512116,7,5,0,1,1,12
1512116,11,1,2,1,2,13
1512116,6,6,0,1,1,14
1512116,12,0,4,2,3,15
1512116,7,5,0,1,1,16
1512116,10,2,4,2,3,17
1512116,12,0,2,1,2,18
1512116,10,2,2,1,2,19
1512116,6,6,0,1,1,20
1512116,12,0,2,1,2,21
1512116,6,6,0,2,1,22
1512116,7,5,0,2,1,23
1512116,11,1,2,1,2,24
1512116,7,5,0,2,1,25
1512116,6,6,0,2,1,26
1512116,6,6,0,1,1,27
1512116,12,0,2,1,2,28
1512116,7,5,0,2,1,29
1512116,7,5,0,1,1,30
1512116,10,2,2,1,2,31
1512116,12,0,6,2,4,32
1512116,10,2,2,1,2,33
1512116,10,2,4,2,3,34
1512116,12,0,2,1,2,35
1512116,11,1,4,2,3,36
1512116,7,5,0,1,1,37
1512116,6,6,0,2,1,38
1512116,6,6,0,1,1,39
1512116,7,5,0,2,1,40
1512116,7,5,0,2,1,41
1512116,6,6,0,1,1,42
1512116,10,2,4,2,3,43
1512116,11,1,2,1,2,44
1512116,11,1,4,2,3,45
1512116,7,5,0,1,1,46
1512116,7,5,0,1,1,47
1512116,11,1,2,1,2,48
1512116,12,0,2,1,2,49
1512116,6,6,0,1,1,50
1512116,12,0,4,2,3,51
1512116,10,2,4,2,3,52
1512116,12,0,4,2,3,53
1512116,6,6,0,2,1,54
1512116,10,2,2,1,2,55
1512116,7,5,0,2,1,56
1512116,6,6,0,1,1,57
1512116,12,0,2,1,2,58
1512116,12,0,2,1,2,59
1512116,12,0,4,2,3,60
1512116,6,6,0,2,1,61
1512116,11,1,4,2,3,62
1512116,7,5,0,1,1,63
1512116,6,6,0,1,1,64
1512116,7,5,0,2,1,65
1512116,10,2,2,1,2,66
1512116,6,6,0,1,1,67
1512116,11,1,4,2,3,68
1512116,7,5,0,2,1,69
1512116,7,5,0,1,1,70
1512116,10,2,2,1,2,71
1512116,6,6,0,2,1,72
1512116,11,1,2,1,2,73
1512116,12,0,4,1,3,74
1512116,7,5,0,2,1,75
1512116,6,6,0,2,1,76
1512116,12,0,4,2,3,77
1512116,10,2,4,2,3,78
1512116,7,5,0,1,1,79
1512116,6,6,0,2,1,80
1512201,11,1,2,1,2,1
1512201,11,1,2,1,2,2
1512201,10,2,0,2,1,3
1512201,7,5,0,2,1,4
1512201,11,1,2,2,2,5
1512201,6,6,0,1,1,6
1512201,12,0,2,2,2,7
1512201,7,5,0,1,1,8
1512201,6,6,0,2,1,9
1512201,7,5,0,1,1,10
1512201,6,6,0,1,1,11
1512201,10,2,2,2,2,12
1512201,7,5,0,2,1,13
1512201,6,6,0,2,1,14
1512201,12,0,4,1,3,15
1512201,10,2,2,1,2,16
1512201,12,0,2,2,2,17
1512201,7,5,0,2,1,18
1512201,6,6,0,1,1,19
1512201,12,0,2,2,2,20
1512201,11,1,0,2,1,21
1512201,7,5,0,1,1,22
1512201,6,6,0,1,1,23
1512201,12,0,2,1,2,24
1512201,7,5,0,2,1,25
1512201,12,0,2,1,2,26
1512201,10,2,0,1,1,27
1512201,11,1,0,2,1,28
1512201,6,6,0,1,1,29
1512201,6,6,0,2,1,30
1512201,7,5,0,2,1,31
1512201,10,2,0,1,1,32
1512201,7,5,0,1,1,33
1512201,7,5,0,1,1,34
1512201,12,0,4,2,3,35
1512201,11,1,0,1,1,36
1512201,6,6,0,2,1,37
1512201,10,2,0,2,1,38
1512201,6,6,0,2,1,39
1512201,12,0,2,1,2,40
1512201,7,5,0,1,1,41
1512201,6,6,0,2,1,42
1512201,6,6,0,1,1,43
1512201,7,5,0,2,1,44
1512201,11,1,2,2,2,45
1512201,11,1,0,1,1,46
1512201,11,1,0,1,1,47
1512201,6,6,0,2,1,48
1512201,7,5,0,1,1,49
1512201,12,0,2,2,2,50
1512201,10,2,2,2,2,51
1512201,12,0,2,1,2,52
1512201,10,2,2,1,2,53
1512201,11,1,0,2,1,54
1512201,12,0,2,1,2,55
1512201,11,1,2,1,2,56
1512201,12,0,2,2,2,57
1512201,6,6,0,2,1,58
1512201,7,5,0,2,1,59
1512201,12,0,2,2,2,60
1512201,12,0,2,1,2,61
1512201,7,5,0,2,1,62
1512201,6,6,0,2,1,63
1512201,10,2,0,1,1,64
1512201,7,5,0,2,1,65
1512201,10,2,0,2,1,66
1512201,6,6,0,1,1,67
1512201,12,0,2,2,2,68
1512201,7,5,0,1,1,69
1512201,10,2,2,2,2,70
1512201,6,6,0,1,1,71
1512201,6,6,0,2,1,72
1512201,6,6,0,1,1,73
1512201,10,2,0,1,1,74
1512201,12,0,2,1,2,75
1512201,11,1,2,2,2,76
1512201,7,5,0,2,1,77
1512201,7,5,0,1,1,78
1512201,7,5,0,1,1,79
1512201,6,6,0,1,1,80
1512202,10,2,0,2,1,1
1512202,11,1,0,1,1,2
1512202,11,1,0,2,1,3
1512202,12,0,2,2,2,4
1512202,11,1,0,1,1,5
1512202,6,6,0,1,1,6
1512202,7,5,0,2,1,7
1512202,6,6,0,2,1,8
1512202,10,2,0,2,1,9
1512202,7,5,0,2,1,10
1512202,6,6,0,2,1,11
1512202,12,0,0,1,1,12
1512202,7,5,0,1,1,13
1512202,10,2,0,1,1,14
1512202,7,5,0,1,1,15
1512202,7,5,0,2,1,16
1512202,12,0,0,1,1,17
1512202,12,0,2,2,2,18
1512202,12,0,0,1,1,19
1512202,7,5,0,2,1,20
1512202,6,6,0,2,1,21
1512202,12,0,2,2,2,22
1512202,11,1,0,2,1,23
1512202,11,1,0,2,1,24
1512202,7,5,0,2,1,25
1512202,6,6,0,2,1,26
1512202,6,6,0,1,1,27
1512202,10,2,0,1,1,28
1512202,6,6,0,2,1,29
1512202,6,6,0,1,1,30
1512202,7,5,0,1,1,31
1512202,12,0,2,2,2,32
1512202,6,6,0,1,1,33
1512202,10,2,0,1,1,34
1512202,6,6,0,1,1,35
1512202,11,1,0,1,1,36
1512202,12,0,0,1,1,37
1512202,10,2,0,2,1,38
1512202,7,5,0,1,1,39
1512202,7,5,0,1,1,40
1512202,7,5,0,1,1,41
1512202,11,1,0,1,1,42
1512202,6,6,0,2,1,43
1512202,11,1,0,2,1,44
1512202,12,0,2,2,2,45
1512202,11,1,0,1,1,46
1512202,10,2,0,2,1,47
1512202,12,0,0,1,1,48
1512202,6,6,0,1,1,49
1512202,11,1,0,2,1,50
1512202,7,5,0,1,1,51
1512202,12,0,2,2,2,52
1512202,7,5,0,2,1,53
1512202,6,6,0,2,1,54
1512202,10,2,0,1,1,55
1512202,12,0,0,1,1,56
1512202,11,1,0,1,1,57
1512202,6,6,0,1,1,58
1512202,12,0,2,2,2,59
1512202,12,0,0,1,1,60
1512202,6,6,0,2,1,61
1512202,7,5,0,1,1,62
1512202,10,2,0,2,1,63
1512202,7,5,0,2,1,64
1512202,6,6,0,1,1,65
1512202,6,6,0,1,1,66
1512202,12,0,2,2,2,67
1512202,7,5,0,2,1,68
1512202,10,2,0,1,1,69
1512202,10,2,0,2,1,70
1512202,6,6,0,2,1,71
1512202,7,5,0,1,1,72
1512202,7,5,0,1,1,73
1512202,7,5,0,2,1,74
1512202,6,6,0,2,1,75
1512202,10,2,0,1,1,76
1512202,7,5,0,2,1,77
1512202,12,0,0,1,1,78
1512202,11,1,0,2,1,79
1512202,6,6,0,1,1,80
1512203,6,6,0,2,1,1
1512203,11,1,0,2,1,2
1512203,7,5,0,2,1,3
1512203,7,5,0,1,1,4
1512203,12,0,2,2,2,5
1512203,6,6,0,2,1,6
1512203,11,1,0,1,1,7
1512203,6,6,0,1,1,8
1512203,10,2,0,2,1,9
1512203,11,1,0,1,1,10
1512203,11,1,0,2,1,11
1512203,12,0,2,1,2,12
1512203,12,0,2,2,2,13
1512203,10,2,0,1,1,14
1512203,12,0,2,2,2,15
1512203,6,6,0,2,1,16
1512203,7,5,0,1,1,17
1512203,7,5,0,2,1,18
1512203,6,6,0,1,1,19
1512203,12,0,2,1,2,20
1512203,7,5,0,1,1,21
1512203,11,1,0,1,1,22
1512203,7,5,0,2,1,23
1512203,12,0,2,1,2,24
1512203,10,2,0,2,1,25
1512203,6,6,0,2,1,26
1512203,12,0,2,2,2,27
1512203,10,2,0,2,1,28
1512203,6,6,0,1,1,29
1512203,11,1,0,2,1,30
1512203,7,5,0,2,1,31
1512203,6,6,0,2,1,32
1512203,10,2,0,1,1,33
1512203,7,5,0,2,1,34
1512203,10,2,0,1,1,35
1512203,6,6,0,1,1,36
1512203,12,0,2,1,2,37
1512203,7,5,0,1,1,38
1512203,7,5,0,1,1,39
1512203,6,6,0,1,1,40
1512203,6,6,0,1,1,41
1512203,10,2,0,2,1,42
1512203,11,1,0,1,1,43
1512203,7,5,0,1,1,44
1512203,7,5,0,2,1,45
1512203,11,1,0,1,1,46
1512203,11,1,0,2,1,47
1512203,6,6,0,2,1,48
1512203,7,5,0,2,1,49
1512203,12,0,2,2,2,50
1512203,7,5,0,1,1,51
1512203,6,6,0,2,1,52
1512203,6,6,0,1,1,53
1512203,10,2,0,2,1,54
1512203,7,5,0,2,1,55
1512203,12,0,2,1,2,56
1512203,12,0,2,2,2,57
1512203,10,2,0,1,1,58
1512203,12,0,2,1,2,59
1512203,6,6,0,1,1,60
1512203,7,5,0,2,1,61
1512203,12,0,2,1,2,62
1512203,12,0,0,2,1,63
1512203,6,6,0,2,1,64
1512203,7,5,0,1,1,65
1512203,11,1,0,2,1,66
1512203,10,2,0,1,1,67
1512203,6,6,0,1,1,68
1512203,11,1,0,2,1,69
1512203,6,6,0,1,1,70
1512203,10,2,0,1,1,71
1512203,12,0,2,2,2,72
1512203,10,2,0,2,1,73
1512203,7,5,0,1,1,74
1512203,7,5,0,2,1,75
1512203,6,6,0,2,1,76
1512203,11,1,0,1,1,77
1512203,6,6,0,2,1,78
1512203,7,5,0,1,1,79
1512203,12,0,2,1,2,80
1512204,11,1,4,2,3,1
1512204,6,6,0,2,1,2
1512204,7,5,0,2,1,3
1512204,11,1,4,1,3,4
1512204,6,6,0,2,1,5
1512204,7,5,0,1,1,6
1512204,12,0,4,2,3,7
1512204,6,6,0,1,1,8
1512204,10,2,2,2,2,9
1512204,11,1,4,2,3,10
1512204,12,0,6,2,4,11
1512204,7,5,0,1,1,12
1512204,11,1,4,1,3,13
1512204,6,6,0,1,1,14
1512204,12,0,4,2,3,15
1512204,7,5,0,1,1,16
1512204,10,2,2,2,2,17
1512204,12,0,6,1,4,18
1512204,10,2,2,1,2,19
1512204,6,6,0,1,1,20
1512204,12,0,4,1,3,21
1512204,6,6,0,2,1,22
1512204,7,5,0,2,1,23
1512204,11,1,4,1,3,24
1512204,7,5,0,2,1,25
1512204,6,6,0,2,1,26
1512204,6,6,0,1,1,27
1512204,12,0,4,1,3,28
1512204,7,5,0,2,1,29
1512204,7,5,0,1,1,30
1512204,10,2,4,1,3,31
1512204,12,0,4,2,3,32
1512204,10,2,2,1,2,33
1512204,10,2,4,2,3,34
1512204,12,0,6,1,4,35
1512204,11,1,4,2,3,36
1512204,7,5,0,1,1,37
1512204,6,6,0,2,1,38
1512204,6,6,0,1,1,39
1512204,7,5,0,2,1,40
1512204,7,5,0,2,1,41
1512204,6,6,0,1,1,42
1512204,10,2,4,2,3,43
1512204,11,1,4,1,3,44
1512204,11,1,4,2,3,45
1512204,7,5,0,1,1,46
1512204,7,5,0,1,1,47
1512204,11,1,4,1,3,48
1512204,12,0,6,1,4,49
1512204,6,6,0,1,1,50
1512204,12,0,4,2,3,51
1512204,10,2,4,2,3,52
1512204,12,0,2,2,2,53
1512204,6,6,0,2,1,54
1512204,10,2,4,1,3,55
1512204,7,5,0,2,1,56
1512204,6,6,0,1,1,57
1512204,12,0,4,1,3,58
1512204,12,0,6,1,4,59
1512204,12,0,2,2,2,60
1512204,6,6,0,2,1,61
1512204,11,1,4,2,3,62
1512204,7,5,2,1,2,63
1512204,6,6,0,1,1,64
1512204,7,5,0,2,1,65
1512204,10,2,2,1,2,66
1512204,6,6,0,1,1,67
1512204,11,1,4,2,3,68
1512204,7,5,0,2,1,69
1512204,7,5,0,1,1,70
1512204,10,2,4,1,3,71
1512204,6,6,0,2,1,72
1512204,11,1,4,1,3,73
1512204,12,0,6,1,4,74
1512204,7,5,0,2,1,75
1512204,6,6,0,2,1,76
1512204,12,0,6,2,4,77
1512204,10,2,2,2,2,78
1512204,7,5,0,1,1,79
1512204,6,6,0,2,1,80
15121205,11,1,0,1,1,1
15121205,11,1,0,1,1,2
15121205,11,1,0,2,1,3
15121205,6,6,0,2,1,4
15121205,12,0,0,2,1,5
15121205,7,5,0,1,1,6
15121205,10,2,0,2,1,7
15121205,6,6,0,1,1,8
15121205,7,5,0,2,1,9
15121205,7,5,0,1,1,10
15121205,6,6,0,1,1,11
15121205,11,1,0,2,1,12
15121205,6,6,0,2,1,13
15121205,6,6,0,2,1,14
15121205,12,0,0,1,1,15
15121205,10,2,0,1,1,16
15121205,12,0,0,2,1,17
15121205,7,5,0,2,1,18
15121205,7,5,0,1,1,19
15121205,12,0,0,2,1,20
15121205,10,2,0,2,1,21
15121205,6,6,0,1,1,22
15121205,6,6,0,1,1,23
15121205,12,0,0,1,1,24
15121205,7,5,0,2,1,25
15121205,11,1,0,1,1,26
15121205,12,0,0,1,1,27
15121205,12,0,0,2,1,28
15121205,6,6,0,2,1,30
15121205,7,5,0,2,1,31
15121205,10,2,0,1,1,32
15121205,7,5,0,1,1,33
15121205,6,6,0,1,1,34
15121205,10,2,0,2,1,35
15121205,10,2,0,1,1,36
15121205,6,6,0,2,1,37
15121205,11,1,0,2,1,38
15121205,7,5,0,2,1,39
15121205,12,0,0,1,1,40
15121205,6,6,0,1,1,41
15121205,7,5,0,2,1,42
15121205,7,5,0,1,1,43
15121205,6,6,0,2,1,44
15121205,10,2,2,2,2,45
15121205,11,1,2,1,2,47
15121205,7,5,0,2,1,48
15121205,7,5,0,1,1,49
15121205,11,1,4,2,3,50
15121205,12,0,4,2,3,51
15121205,12,0,4,1,3,52
15121205,10,2,2,1,2,53
15121205,10,2,2,2,2,54
15121205,12,0,6,1,4,56
15121205,12,0,6,2,4,57
15121205,6,6,0,2,1,58
15121205,7,5,0,2,1,59
15121205,12,0,6,2,4,60
15121205,10,2,0,1,1,61
15121205,7,5,0,2,1,62
15121205,6,6,0,2,1,63
15121205,10,2,4,1,3,64
15121205,7,5,0,2,1,65
15121205,11,1,6,2,4,66
15121205,6,6,0,1,1,67
15121205,6,6,0,1,1,69
15121205,12,0,6,2,4,70
15121205,7,5,0,1,1,71
15121205,6,6,0,2,1,72
15121205,6,6,0,1,1,73
15121205,11,1,0,1,1,74
15121205,12,0,6,1,4,75
15121205,10,2,4,2,3,76
15121205,6,6,0,2,1,77
15121205,6,6,0,1,1,78
15121205,7,5,0,1,1,79
15121205,7,5,0,1,1,80
15121206,11,1,0,2,1,1
15121206,11,1,0,1,1,2
15121206,12,0,2,2,2,3
15121206,10,2,0,2,1,4
15121206,11,1,0,1,1,5
15121206,7,5,0,1,1,6
15121206,6,6,0,2,1,7
15121206,7,5,0,2,1,8
15121206,11,1,2,2,2,9
15121206,6,6,0,2,1,10
15121206,6,6,0,2,1,11
15121206,12,0,2,1,2,12
15121206,6,6,0,1,1,13
15121206,10,2,0,1,1,14
15121206,7,5,0,1,1,15
15121206,7,5,0,2,1,16
15121206,12,0,2,1,2,17
15121206,12,0,2,2,2,18
15121206,11,1,0,1,1,19
15121206,7,5,0,2,1,20
15121206,6,6,0,2,1,21
15121206,12,0,2,2,2,22
15121206,10,2,0,2,1,23
15121206,12,0,2,2,2,24
15121206,7,5,0,2,1,25
15121206,6,6,0,2,1,26
15121206,6,6,0,1,1,27
15121206,12,0,2,1,2,28
15121206,7,5,0,2,1,29
15121206,7,5,0,1,1,30
15121206,6,6,0,1,1,31
15121206,10,2,0,2,1,32
15121206,6,6,0,1,1,33
15121206,10,2,0,1,1,34
15121206,7,5,0,1,1,35
15121206,10,2,0,1,1,36
15121206,12,0,2,1,2,37
15121206,11,1,0,2,1,38
15121206,7,5,0,1,1,39
15121206,6,6,0,1,1,40
15121206,6,6,0,1,1,41
15121206,11,1,0,1,1,42
15121206,7,5,0,2,1,43
15121206,10,2,0,2,1,44
15121206,11,1,0,2,1,45
15121206,11,1,0,1,1,46
15121206,12,0,2,2,2,47
15121206,12,0,2,1,2,48
15121206,7,5,0,1,1,49
15121206,10,2,0,2,1,50
15121206,7,5,0,1,1,51
15121206,12,0,2,2,2,52
15121206,6,6,0,2,1,53
15121206,7,5,0,2,1,54
15121206,10,2,0,1,1,55
15121206,12,0,2,1,2,56
15121206,12,0,2,1,2,57
15121206,6,6,0,1,1,58
15121206,12,0,2,2,2,59
15121206,10,2,0,1,1,60
15121206,6,6,0,2,1,61
15121206,6,6,0,1,1,62
15121206,11,1,0,2,1,63
15121206,7,5,0,2,1,64
15121206,7,5,0,1,1,65
15121206,6,6,0,1,1,66
15121206,11,1,2,2,2,67
15121206,7,5,0,2,1,68
15121206,10,2,0,1,1,69
15121206,12,0,2,2,2,70
15121206,6,6,0,2,1,71
15121206,6,6,0,1,1,72
15121206,7,5,0,1,1,73
15121206,7,5,0,2,1,74
15121206,6,6,0,2,1,75
15121206,11,1,0,1,1,76
15121206,6,6,0,2,1,77
15121206,12,0,2,1,2,78
15121206,10,2,0,2,1,79
15121206,7,5,0,1,1,80
15121207,7,5,0,2,1,1
15121207,10,2,2,2,2,2
15121207,6,6,0,2,1,3
15121207,6,6,0,1,1,4
15121207,11,1,2,2,2,5
15121207,7,5,0,2,1,6
15121207,11,1,2,1,2,7
15121207,7,5,0,1,1,8
15121207,12,0,4,2,3,9
15121207,11,1,2,1,2,10
15121207,10,2,2,2,2,11
15121207,12,0,4,1,3,12
15121207,12,0,4,2,3,13
15121207,10,2,2,1,2,14
15121207,12,0,4,2,3,15
15121207,6,6,0,2,1,16
15121207,7,5,0,1,1,17
15121207,7,5,0,2,1,18
15121207,6,6,0,1,1,19
15121207,12,0,4,1,3,20
15121207,6,6,0,1,1,21
15121207,12,0,4,1,3,22
15121207,7,5,0,2,1,23
15121207,10,2,2,1,2,24
15121207,11,1,2,2,2,25
15121207,6,6,0,2,1,26
15121207,11,1,2,2,2,27
15121207,12,0,4,2,3,28
15121207,7,5,0,1,1,29
15121207,10,2,2,2,2,30
15121207,7,5,0,2,1,31
15121207,6,6,0,2,1,32
15121207,10,2,2,1,2,33
15121207,6,6,0,2,1,34
15121207,11,1,2,1,2,35
15121207,6,6,0,1,1,36
15121207,12,0,4,1,3,37
15121207,6,6,0,1,1,38
15121207,7,5,0,1,1,39
15121207,7,5,0,1,1,40
15121207,7,5,0,1,1,41
15121207,11,1,2,2,2,42
15121207,11,1,2,1,2,43
15121207,6,6,0,1,1,44
15121207,6,6,0,2,1,45
15121207,11,1,2,1,2,46
15121207,12,0,4,2,3,47
15121207,7,5,0,2,1,48
15121207,6,6,0,2,1,49
15121207,10,2,2,2,2,50
15121207,7,5,0,1,1,51
15121207,6,6,0,2,1,52
15121207,6,6,0,1,1,53
15121207,11,1,2,2,2,54
15121207,7,5,0,2,1,55
15121207,12,0,4,1,3,56
15121207,12,0,4,2,3,57
15121207,10,2,2,1,2,58
15121207,12,0,4,1,3,59
15121207,7,5,0,1,1,60
15121207,7,5,0,2,1,61
15121207,11,1,2,1,2,62
15121207,12,0,4,2,3,63
15121207,6,6,0,2,1,64
15121207,6,6,0,1,1,65
15121207,10,2,2,2,2,66
15121207,12,0,4,1,3,67
15121207,6,6,0,1,1,68
15121207,12,0,6,2,4,69
15121207,7,5,0,1,1,70
15121207,10,2,2,1,2,71
15121207,10,2,2,2,2,72
15121207,11,1,2,2,2,73
15121207,7,5,0,1,1,74
15121207,7,5,0,2,1,75
15121207,6,6,0,2,1,76
15121207,10,2,2,1,2,77
15121207,7,5,0,2,1,78
15121207,6,6,0,1,1,79
15121207,12,0,4,1,3,80
1512208,10,2,0,2,1,1
1512208,7,5,0,2,1,2
1512208,6,6,0,2,1,3
1512208,11,1,2,1,2,4
1512208,7,5,0,2,1,5
1512208,6,6,0,1,1,6
1512208,11,1,2,2,2,7
1512208,7,5,0,1,1,8
1512208,12,0,2,2,2,9
1512208,10,2,0,2,1,10
1512208,12,0,2,2,2,11
1512208,7,5,0,1,1,12
1512208,11,1,0,1,1,13
1512208,6,6,0,1,1,14
1512208,12,0,2,2,2,15
1512208,6,6,0,1,1,16
1512208,11,1,0,2,1,17
1512208,12,0,2,1,2,18
1512208,10,2,2,1,2,19
1512208,7,5,0,1,1,20
1512208,12,0,2,1,2,21
1512208,6,6,0,2,1,22
1512208,7,5,0,2,1,23
1512208,12,0,2,1,2,24
1512208,7,5,0,2,1,25
1512208,6,6,0,1,1,27
1512208,10,2,0,1,1,28
1512208,7,5,0,2,1,29
1512208,6,6,0,1,1,30
1512208,10,2,0,1,1,31
1512208,11,1,0,2,1,32
1512208,11,1,2,1,2,33
1512208,12,0,2,2,2,34
1512208,12,0,2,1,2,35
1512208,10,2,0,2,1,36
1512208,7,5,0,1,1,37
1512208,6,6,0,2,1,38
1512208,7,5,0,1,1,39
1512208,6,6,0,2,1,40
1512208,7,5,0,1,1,42
1512208,11,1,2,2,2,43
1512208,11,1,0,1,1,44
1512208,12,0,2,2,2,45
1512208,6,6,0,1,1,46
1512208,7,5,0,1,1,47
1512208,11,1,2,1,2,48
1512208,12,0,2,1,2,49
1512208,6,6,0,1,1,50
1512208,10,2,0,2,1,51
1512208,11,1,0,2,1,52
1512208,12,0,2,2,2,53
1512208,7,5,0,2,1,54
1512208,10,2,0,1,1,55
1512208,6,6,0,2,1,56
1512208,7,5,0,1,1,57
1512208,11,1,0,1,1,59
1512208,12,0,2,2,2,60
1512208,6,6,0,2,1,61
1512208,10,2,0,2,1,62
1512208,6,6,0,1,1,63
1512208,6,6,0,1,1,64
1512208,7,5,0,2,1,65
1512208,12,0,2,1,2,66
1512208,7,5,0,1,1,67
1512208,12,0,2,2,2,68
1512208,7,5,0,2,1,69
1512208,7,5,0,1,1,70
1512208,10,2,0,1,1,71
1512208,6,6,0,2,1,72
1512208,10,2,0,1,1,73
1512208,12,0,2,1,2,74
1512208,7,5,0,2,1,75
1512208,6,6,0,2,1,76
1512208,10,2,0,2,1,77
1512208,11,1,2,2,2,78
1512208,6,6,0,1,1,79
1512208,7,5,0,2,1,80
1512209,11,1,2,1,2,1
1512209,11,1,4,1,3,2
1512209,10,2,0,2,1,3
1512209,7,5,2,2,2,4
1512209,11,1,0,2,1,5
1512209,6,6,0,1,1,6
1512209,12,0,2,2,2,7
1512209,7,5,0,1,1,8
1512209,6,6,0,2,1,9
1512209,7,5,0,1,1,10
1512209,6,6,0,1,1,11
1512209,10,2,6,2,4,12
1512209,7,5,4,2,3,13
1512209,6,6,0,2,1,14
1512209,12,0,4,1,3,15
1512209,10,2,2,1,2,16
1512209,12,0,4,2,3,17
1512209,7,5,0,2,1,18
1512209,6,6,0,1,1,19
1512209,12,0,2,2,2,20
1512209,11,1,4,2,3,21
1512209,7,5,0,1,1,22
1512209,6,6,0,1,1,23
1512209,12,0,2,1,2,24
1512209,7,5,0,2,1,25
1512209,12,0,4,1,3,26
1512209,10,2,4,1,3,27
1512209,11,1,4,2,3,28
1512209,6,6,0,2,1,30
1512209,7,5,0,2,1,31
1512209,10,2,4,1,3,32
1512209,7,5,0,1,1,33
1512209,7,5,0,1,1,34
1512209,12,0,6,2,4,35
1512209,11,1,2,1,2,36
1512209,6,6,0,2,1,37
1512209,10,2,4,2,3,38
1512209,6,6,0,2,1,39
1512209,12,0,2,1,2,40
1512209,7,5,0,1,1,41
1512209,6,6,0,2,1,42
1512209,6,6,0,1,1,43
1512209,7,5,0,2,1,44
1512209,11,1,2,2,2,45
1512209,11,1,2,1,2,46
1512209,11,1,2,1,2,47
1512209,6,6,0,2,1,48
1512209,7,5,0,1,1,49
1512209,12,0,4,2,3,50
1512209,10,2,4,2,3,51
1512209,12,0,4,1,3,52
1512209,10,2,2,1,2,53
1512209,11,1,4,2,3,54
1512209,12,0,6,1,4,55
1512209,11,1,4,1,3,56
1512209,12,0,6,2,4,57
1512209,6,6,0,2,1,58
1512209,7,5,0,2,1,59
1512209,12,0,6,2,4,60
1512209,12,0,2,1,2,61
1512209,7,5,0,2,1,62
1512209,6,6,0,2,1,63
1512209,10,2,2,1,2,64
1512209,7,5,0,2,1,65
1512209,10,2,2,2,2,66
1512209,6,6,0,1,1,67
1512209,12,0,2,2,2,68
1512209,7,5,0,1,1,69
1512209,10,2,4,2,3,70
1512209,6,6,0,1,1,71
1512209,6,6,0,2,1,72
1512209,6,6,0,1,1,73
1512209,10,2,2,1,2,74
1512209,12,0,6,1,4,75
1512209,11,1,2,2,2,76
1512209,7,5,0,2,1,77
1512209,7,5,0,1,1,78
1512209,7,5,0,1,1,79
1512209,6,6,0,1,1,80
1512210,10,2,0,2,1,1
1512210,11,1,2,1,2,2
1512210,11,1,0,2,1,3
1512210,12,0,0,2,1,4
1512210,11,1,0,1,1,5
1512210,6,6,0,1,1,6
1512210,7,5,0,2,1,7
1512210,6,6,0,2,1,8
1512210,10,2,2,2,2,9
1512210,7,5,0,2,1,10
1512210,6,6,0,2,1,11
1512210,12,0,6,1,4,12
1512210,7,5,0,1,1,13
1512210,10,2,0,1,1,14
1512210,7,5,0,1,1,15
1512210,7,5,0,2,1,16
1512210,12,0,0,1,1,17
1512210,12,0,0,2,1,18
1512210,12,0,0,1,1,19
1512210,7,5,0,2,1,20
1512210,6,6,0,2,1,21
1512210,12,0,6,2,4,22
1512210,11,1,0,2,1,23
1512210,11,1,0,2,1,24
1512210,7,5,0,2,1,25
1512210,6,6,0,2,1,26
1512210,6,6,0,1,1,27
1512210,10,2,2,1,2,28
1512210,6,6,0,2,1,29
1512210,6,6,0,1,1,30
1512210,7,5,0,1,1,31
1512210,12,0,6,2,4,32
1512210,6,6,0,1,1,33
1512210,10,2,0,1,1,34
1512210,6,6,0,1,1,35
1512210,11,1,4,1,3,36
1512210,12,0,6,1,4,37
1512210,10,2,0,2,1,38
1512210,7,5,0,1,1,39
1512210,7,5,0,1,1,40
1512210,7,5,0,1,1,41
1512210,11,1,4,1,3,42
1512210,6,6,0,2,1,43
1512210,11,1,2,2,2,44
1512210,12,0,6,2,4,45
1512210,11,1,0,1,1,46
1512210,10,2,2,2,2,47
1512210,12,0,0,1,1,48
1512210,6,6,0,1,1,49
1512210,11,1,4,2,3,50
1512210,7,5,0,1,1,51
1512210,12,0,6,2,4,52
1512210,7,5,0,2,1,53
1512210,6,6,0,2,1,54
1512210,10,2,4,1,3,55
1512210,12,0,6,1,4,56
1512210,11,1,4,1,3,57
1512210,6,6,0,1,1,58
1512210,12,0,4,2,3,59
1512210,12,0,0,1,1,60
1512210,6,6,0,2,1,61
1512210,7,5,0,1,1,62
1512210,10,2,0,2,1,63
1512210,7,5,0,2,1,64
1512210,6,6,0,1,1,65
1512210,6,6,0,1,1,66
1512210,12,0,6,2,4,67
1512210,7,5,0,2,1,68
1512210,10,2,4,1,3,69
1512210,10,2,0,2,1,70
1512210,6,6,0,2,1,71
1512210,7,5,0,1,1,72
1512210,7,5,0,1,1,73
1512210,7,5,6,2,4,74
1512210,6,6,0,2,1,75
1512210,10,2,2,1,2,76
1512210,7,5,0,2,1,77
1512210,12,0,0,1,1,78
1512210,11,1,6,2,4,79
1512210,6,6,0,1,1,80
1512211,6,6,0,2,1,1
1512211,11,1,4,2,3,2
