"subjid","alpha","omega_a","omega_i","tau"
1512101,0.527730484096886,1.05380869392305,0.943450032153125,2.3636871647883
1512104,0.753259114829573,11.2443740283164,0.482106228148209,1.89907084517907
1512105,0.783552626135135,1.83374536240781,2.11633436885642,1.11290436647415
1512106,0.734467609942993,2.37485602413485,0.927069942652017,2.04400856810261
15121107,0.760839745498717,2.7580084623193,4.89869877075502,3.65858740187352
1512108,0.40818218059128,3.19059103939896,2.40803262054268,3.56334474589913
1512110,0.967460567053712,5.136111799316,3.83115041756861,1.3824117200733
1512111,0.512800274253653,5.79333893356959,5.95909900293473,3.91609072655948
1512113,1.02149437982236,4.36993159893788,4.77946948372494,4.40992433817612
1512114,0.769366143326339,9.24977954511413,8.64580760765259,2.43916450791793
1512115,0.822601062967733,2.16537798221012,1.53965667595183,1.13387477477811
1512116,0.925141543628957,5.52568839635553,1.52610078312464,3.57506460065822
1512201,0.583966238072609,5.76653295339605,4.21650412286954,3.36636688819885
1512202,0.785141982559711,11.0144027555339,8.5794248852063,4.09275417367132
1512203,1.05648054397234,8.90444612369145,8.88384024548676,4.71458557828037
1512204,0.833668087196699,1.14330749558731,2.07747764758475,1.78106646822291
15121205,0.481918043531528,1.72266779830633,3.13183064728923,3.6161677660895
15121206,0.971305353640475,8.75833189140101,7.80503892530041,4.15584968150868
15121207,1.23773387605168,5.10216266048673,5.07847975677117,3.07250613445776
1512208,0.921602003549046,7.50318443724032,7.49371003394847,3.66932807597107
1512209,0.563913448987249,1.54642449460236,0.247103347770011,1.77063081798975
1512210,0.563465308469105,0.900752434678386,1.1090861405157,1.32235962671268
1512211,0.877557657911719,0.973235763902649,0.965598157235419,2.69950132681944
1512212,0.915823731876949,5.22298669841531,5.35847678891972,3.62490152091172
1512213,0.754406162457568,0.91508738280411,0.910341526192536,3.66653029051945
1512215,1.50497610370919,0.183624976991242,0.182974437930687,3.95782836544936
1512216,0.781535155003862,8.99623136852243,0.37276374670123,1.34130884877848
