"subjid","alpha","omega_a","omega_i","tau"
1512101,0.503210625505757,1.28856703120894,1.29238321030807,3.29585302018626
1512104,0.73931283264456,11.2916434938552,0.580033493173053,1.74534855008176
1512105,0.783879719757148,0.915285309484626,1.50023742813306,1.06085953018124
1512106,0.8610834024922,2.66045407279793,0.927810406033694,1.99142981120725
15121107,0.743250056590288,2.60556462388167,4.58176688609403,3.31747224162861
1512108,0.409048863921479,2.43253282991377,2.80011522233795,3.95958660380957
1512110,0.795285531324111,4.27100900188403,3.22079521753284,1.8479333382484
1512111,0.478512754302963,4.94292754610799,4.11202007583192,3.38737846562173
1512113,0.967132676005462,4.23730143345992,4.67891211860739,4.94171872938815
1512114,0.757094975870575,8.92042721236212,8.44714734221479,4.16147384084696
1512115,0.747319707523419,0.992426332123743,1.73710723194523,1.07976045728701
1512116,0.893402707172992,5.34614832997469,1.46397093251694,3.97940429459896
1512201,0.674560728335498,5.67483504494754,5.2565676999978,3.17467607864189
1512202,0.87098158172605,11.0899438628996,8.49859483182305,5.12842191657357
1512203,0.98285516950582,8.78316879417977,8.73518070804506,5.29634788143783
1512204,0.74982951482991,1.15900216948128,2.13886607807285,4.05379832306434
15121205,0.445958129010303,0.643291335665752,2.07422726761498,1.7856914118565
15121206,0.920382592108005,8.65861781861775,7.89866712869707,4.68013760005393
15121207,1.03026757333234,4.80818432690165,4.79745102670622,5.45187174108761
1512208,0.7230173411219,6.90178646222534,7.19177678960893,3.75833570624578
1512209,0.615956585753359,2.05818055026949,0.537675639571325,2.73673168381251
1512210,0.549669390180034,1.83160773449443,1.8500873978258,1.25136019908974
1512211,0.872123933695055,0.485130502722153,1.4081656556208,3.19726063254645
1512212,0.883182494659127,5.74366956332006,5.43199838637197,3.89323855099874
1512213,0.770127897255143,0.93128247652865,1.08161671524556,2.93968817817045
1512215,1.54528812686872,0.121441853651342,0.267723370711762,4.89729484098532
1512216,0.671195476046563,8.58915581411695,0.352113645418204,1.33785234440952
