"subjid","alpha","omega_a","omega_i","tau"
1512101,0.531372744072476,1.05396553513186,0.499021294618908,3.291355508621
1512104,0.692690659984979,11.0259186617364,0.771292939360602,3.85414332007704
1512105,0.786085011566299,1.19609761614238,3.6346616537136,0.958294436952177
1512106,1.34590520963267,3.1794917296489,1.44852892025721,1.75368861096466
15121107,1.08637310018858,4.30822129327302,5.53590038178585,2.49082078608387
1512108,0.389894171708306,2.25924964125044,3.8610703126389,3.66944084895646
1512110,1.06427227038454,4.98485181022348,3.58163716458148,1.85141886681608
1512111,0.501554063845072,5.66077042160268,4.60323334369242,2.96254885103191
1512113,1.09006395912445,3.82087177601017,4.88591706193358,4.27484480462861
1512114,0.993577247592358,10.1824904494446,8.7354757303953,4.06892541295633
1512115,0.621128303859401,2.14050548315104,0.529840551158482,2.39501050016673
1512116,0.920342478530133,5.58679078239725,1.48906481980221,2.67267869435236
1512201,0.662384123476779,5.79954706157439,6.67417153639759,3.42453319252505
1512202,0.98278507780575,11.2468263936101,8.72052921350849,4.512254058713
1512203,0.818444436723266,8.3848632298872,8.22285915618736,3.68480947045337
1512204,0.654072740954558,0.489740913207254,0.723673923721446,3.80209669798737
15121205,0.474339526955034,0.537666462916472,0.226973576893713,2.60149013651784
15121206,0.925321494456076,9.03057538283383,7.70767414335266,3.74748468114851
15121207,1.08844457861959,4.45299357187383,4.88249240010043,4.38195707450788
1512208,1.06340089319637,7.78496380826402,8.01783321661417,2.45994582845437
1512209,0.583606605793818,1.81117559074809,0.325868818004296,2.82322145695084
1512210,0.512696283761655,1.58257955002573,0.912149973742843,1.70167353521757
1512211,0.690098912188389,0.219255180969708,0.934351478663144,4.30051254883033
1512212,0.95404904076911,5.57248559221904,5.77801475127889,3.53558582344589
1512213,0.674204831251941,0.955442765982102,1.40405650276342,3.32269427148823
1512215,1.83661785955683,0.183150867909516,0.183889935939526,4.49283716582633
1512216,0.602664679340929,9.3635595252361,0.5425847467982,1.18370122910949
