"subjid","alpha","omega_a","omega_i","tau"
1512101,0.534048803988384,1.21985345044677,0.439931694848462,1.58873370941527
1512104,0.815599188826661,10.0439070767708,0.794293883671923,3.00030706943023
1512105,0.870152871142488,1.59146327508999,2.81594033904204,1.08744359334317
1512106,0.85399036844727,2.94598737979809,0.743230888689465,1.70626020417897
15121107,0.736400689746613,2.27055660409453,4.07801090704553,4.13783793338541
1512108,0.369086664799584,1.83017624353398,2.07992843167768,4.26284542184464
1512110,0.789118699516823,3.65154330681095,3.24173299379795,2.05173500540479
1512111,0.545049101273995,5.19953172782592,4.81280970800086,3.19501900124171
1512113,0.968830391050494,4.01018860467975,4.68604262755888,4.78430145457326
1512114,0.849858617203211,9.7325921765899,8.06430108093843,3.85306177845829
1512115,0.814392948274534,2.80750724609898,1.81603489395707,1.00143375043285
1512116,0.896777037549216,5.40923846193378,1.57484192286421,2.71505249434555
1512201,0.654038167815913,6.10691181776376,5.73261783462509,2.3048324003993
1512202,0.880043643591238,11.105736313101,8.51702014793797,4.99989103884183
1512203,1.00302251907822,8.81394963161686,8.79201581391142,5.19354024297464
1512204,0.686070350580923,0.520918923726428,1.24573269339528,3.97775294353923
15121205,0.491301617804009,1.01399397981434,0.641109439907949,3.43238467322843
15121206,0.896626461257348,8.18745046978309,7.42788077979575,4.05029821798379
15121207,0.980800740208107,4.26501894117194,4.71360021700816,4.84121137333222
1512208,0.708919399329862,6.55947026235617,6.8215317871728,4.16153639309344
1512209,0.598211136982803,0.781011597398382,0.218336735706748,1.95668150832078
1512210,0.493547890649956,0.750381860178831,2.14161255819105,1.50041100209629
1512211,0.753068534325412,0.262452300667477,1.15931848425629,2.58346232526457
1512212,0.894587026517856,5.66291232432139,5.86988052428913,3.7997178717573
1512213,0.653078253451375,0.485346337331173,0.851024502556563,3.9720976560695
1512215,1.65739175922607,0.15415064848484,0.161844198442785,5.12527074840835
1512216,0.7202474279243,9.17033492080672,0.20641868397774,1.35892741214572
