"subjid","alpha","omega_a","omega_i","tau"
1512101,0.499564294703886,1.66827647444512,0.378479718680848,2.1004454119328
1512104,0.710680674898576,11.1767091422633,0.81001248495344,2.4926888503284
1512105,0.829888813336242,1.28001945449637,2.88952664724688,1.11208991074105
1512106,0.810094798897747,3.07463443581642,0.485596150988348,1.73250319861172
15121107,0.896745927243543,3.45934112945373,4.61923344175793,2.51370422716262
1512108,0.434503103075432,2.56499136194249,1.54593066182219,3.34138600319485
1512110,0.827649126682025,3.86798022585409,2.40464612540192,1.76927116142478
1512111,0.531510498827898,6.03373429157585,5.11503566414182,3.24412002733307
1512113,1.11522402769623,4.93495549740555,4.50188354575021,4.01139189697805
1512114,1.01032140845874,9.65670456296674,8.77194264629945,3.76623248242819
1512115,0.630777693497976,0.622661344926595,0.465188771126757,1.85242315986995
1512116,0.960775442219661,5.70424732992567,1.47928499187835,3.39671845799841
1512201,0.661654220910477,6.57841181863588,5.8545707977729,2.26858857994001
1512202,0.98912389213768,11.2460107103647,8.74556384442835,4.13617845215508
1512203,1.02469873866925,8.83397008335536,9.23381283057012,3.89798467334738
1512204,0.803140893881239,1.31513240696028,1.02457197674818,2.71714125810772
15121205,0.455002022588797,1.19901236243981,1.66702210400367,2.33992151231113
15121206,1.05031526216595,8.90039921218477,8.16252904324179,3.78846897986017
15121207,1.11745120786756,4.51991146465895,4.92976364538203,3.99834422933642
1512208,0.994286034622912,7.3614647714706,8.09810088274987,3.53412611646538
1512209,0.557641171159431,0.31063025453881,0.296881016923266,2.80963523930271
1512210,0.491600940178771,0.973245669271666,0.26629193573523,1.52758328633931
1512211,1.11699705643625,1.47745552389052,1.88453987171894,2.47352970451405
1512212,0.982680745379646,5.57062893786627,6.02980811210698,2.47118096957198
1512213,0.752479843641489,0.715539228867201,1.43494626127169,2.4346876618003
1512215,1.84232652638858,0.181312496250642,0.175447857059745,4.08538988653176
1512216,0.671402668861481,8.18338479377194,1.29209265650987,1.15691737670483
