"subjid","alpha","omega_a","omega_i","tau"
1512101,0.649542564477309,2.31749614852179,0.99627300525796,1.49207735442173
1512104,1.0543176298275,10.738489861567,1.61943003067394,1.77923772791141
1512105,1.09431066891922,2.83632315845829,2.32499776577718,1.06365159207854
1512106,0.960257746033131,2.95496470369995,0.381100279821727,1.72123141387601
15121107,1.01428341469135,3.08522183655046,4.99507980589472,2.94321537046492
1512108,0.368215152081937,1.82630667868774,2.24619281025434,3.02377639411326
1512110,1.1526942381078,5.90397271439293,3.7326976997126,1.85046138896523
1512111,0.546601262834616,6.44495104271927,4.21817317926058,2.96149205707228
1512113,1.1032288844795,4.54988077498844,4.54659280536572,3.31758796575504
1512114,1.07906493582106,10.3788575710246,8.89845270450061,3.34459604176223
1512115,0.70712893669535,0.920024032797002,0.569199081748229,1.40957838216807
1512116,1.0240909911962,5.82575481656631,2.0347276726876,3.01487612215113
1512201,0.707176446214251,5.9422871927589,5.45651425972118,2.30237276592125
1512202,1.06490093250463,11.3173755103973,8.86920018963325,3.65647189918393
1512203,1.11663994684412,8.99204337474593,9.39437848843522,3.46714560856654
1512204,0.865767903553083,1.33457666156931,2.2396847297263,2.57000382217412
15121205,0.456766469531631,0.28173868666409,0.970970293863491,1.87122245805059
15121206,1.22460562306012,9.16402106454027,8.47125726740863,2.52896659369251
15121207,1.08438175047056,4.2592879300923,4.5230124450101,3.24903828430472
1512208,1.05745801406203,8.51910912382517,7.20887691337,2.33324004643803
1512209,0.710174222961444,2.73708540758946,0.679474002596094,1.78789326710309
1512210,0.571237974876034,1.72583464617436,0.982430069592925,2.42782949271241
1512211,0.759579576823311,0.384346688737451,0.881799901837635,2.43708508906738
1512212,1.01742238547181,5.6862219780935,5.41520656437215,3.06738266003113
1512213,0.694181752709438,0.638068124549402,0.399142150052132,2.96236765055645
1512215,1.96258603433952,0.204986188511156,0.203348300525521,3.60910393551373
1512216,0.637822672723893,8.3028999667676,0.522163654481707,1.77337527434077
