"subjid","alpha","omega_a","omega_i","tau"
1512101,0.558403559217773,2.22123858343179,2.60793351834992,1.36719775836561
1512104,0.642210302948243,11.0038672115648,0.441279160187521,2.91519790728164
1512105,1.00226509106334,1.46352936122062,2.97741308909279,0.857204505644635
1512106,0.894667365609414,3.02257202228855,1.16652271300393,1.803717193636
15121107,0.895885000401897,3.41836846014523,4.64925345581011,2.97641322739885
1512108,0.412351471174621,2.728608675033,2.24609783684483,3.40469596747466
1512110,1.01122679800595,4.8446968647213,3.33327177092565,1.65753453348921
1512111,0.442288749363695,3.54708815595972,3.40825286302572,3.15758484791312
1512113,1.00202196302667,4.12438483926315,4.11809118261796,3.51041161654327
1512114,0.989278401651585,9.61443687825074,8.72875644116686,3.85590881607523
1512115,0.653143498970551,1.28490465719225,0.754428147107658,1.98088249272757
1512116,0.972033395032299,5.73913183306095,1.8351771354415,3.3442281161129
1512201,0.722744380361997,5.95922058849315,5.55692049562281,1.95420651889006
1512202,0.889809963421959,11.1736861226143,8.15428401089488,3.82272210039351
1512203,1.26428948938705,9.18085824137888,9.18429835569725,2.84680097549294
1512204,0.798715524479292,0.908424426523005,2.3771897386919,2.9644995273787
15121205,0.465255621332385,0.418632488884966,1.02631029843071,3.0190645702924
15121206,1.03574541110221,8.86812126446171,7.91194840346687,3.91579551313543
15121207,1.09231453224375,4.89216431819244,5.29090299127938,4.12038128894843
1512208,1.09723710966958,7.14869265705028,7.56475769455786,4.04559404478641
1512209,0.648328961388974,2.03831223064527,1.8984514460031,1.25057723540763
1512210,0.543068744274158,0.800394622162259,0.604485409816122,1.76282851657297
1512211,0.920892817857671,0.921793259444167,1.37025987115127,3.03553069294725
1512212,0.964768444303922,5.60199712016143,6.02863765941208,3.3225487860512
1512213,0.781355356859607,1.56268614782049,1.39246658200879,2.47325788818699
1512215,1.7038240224825,0.301193433086809,0.170333941214315,3.88764300050672
1512216,0.732815741245723,9.56805832017122,0.567602752272091,1.35999204966148
